,RN,Title_eng,AB_eng
750,990,Breeding of the Seychelles Magpie Robin Copsychus sechellarum and implications for its conservation,"The total population of the Seychelles Magpie Robin Copsychus sechellarum declined from 38-41 birds in 12-13 territories in 1977- 1978 to 17-21 birds in eight to nine territories in 1988-1990 and was entirely confined to Fregate Island (210 ha) in the Seychelles. After a successful cat eradication program in 1981-1982, recruitment improved, although the abandonment of agriculture had caused a reduction in the amount of feeding habitat and hence in the carrying capacity of the island. The population declined because of the failure of recruitment to compensate for the annual adult mortality. Foraging activity of the Magpie Robin was greater in high- quality territories (measured by soil invertebrates available), leading to increased reproductive success. Through supplementary feeding, five times as many recruits were produced. Of the 11.5 potential annual breeding recruits. 5.3 are required to compensate for adult mortality, and the other 6.2 recruits can be regarded as 'surplus' contributing to an increase. Magpie Robins prefer to breed in rotten trees, which are a scarce resource. The greater the distance between the nest site and feeding areas, the less time was spent in incubation and nest guarding, resulting in greater egg loss. Because of lack of suitable areas for establishing territories, many young Magpie Robins became 'floaters'. Nest disturbance, both by these floaters and by the introduced Indian Mynah Acridotheres tristis, had adverse effects on the breeding success of robins. A recovery plan has been designed to save the Magpie Robin. Territories have been improved for feeding (by tree planting) and for breeding (by providing nestboxes and reducing nest disturbances). Given the vulnerability of one small island, the presence of surplus birds (supported mainly by supplementary food) and the suitability of neighbouring Aride Island (68 ha), successful translocations to this island took place in 1992 and 1994. Given the presence now of 47 individuals on two islands, it is hoped that the species will pull back from the brink of extinction."
751,3508,Chick production at the largest emperor penguin colony decreases by 50% from 2008-2010.,"The emperor penguin colony at Coulman Island is reputedly the largest known. This reputation is based on intermittent ground and aerial surveys performed since 1958. From an aerial survey obtained on 28 October 2010 we discovered that the total number of chicks was 56% of the lowest previous estimate of 2006 and only 41% of the most recent estimate in 2008. All of the counts tallied since 1983 were determined either by ground counts or from aerial film or digital photographs, or estimates from adult counts. We also determined the sea ice conditions in autumn, which is close to the time the adults arrive to breed. We present three hypotheses of what might have happened from 2008-10 to cause the step change in chick production, the small recovery of chick numbers in 2011, and the complete recovery of number of adults from 2010-11. We conclude that local circumstances may have strongly influenced the breeding behaviour of the emperor penguins in 2010 and to a lesser degree in 2011 when many adults elected not to breed. "
752,3149,Population dynamics of birds of prey in relation to fluctuations in small mammal populations in western Finland,"Primarily examines population fluctuations, clutch sizes and production of young of the long-eared owl Asio otus, short-eared owl Asio flammeus, kestrel Falco tinnunculus and hen harrier Circus cyaneus at Alajoki in 1977-82. Altogether 315 nests or territories of birds of prey were found in the study area. The peak phase of population fluctuations of birds of prey occurred in 1977 (98 breeding pairs); thereafter the populations decreased continuously to about the tenth part in 1981 but a rapid increase occurred next spring (45 pairs). A. flammeus was the most numerous bird of prey (39% of the breeding pairs) followed by F. tinnunculus (36%), A. otus (20%), C. cyaneus (3%). Tengmalm's owl Aegolius funereus (2%) and sparrow hawk Accipiter nisus (+). Field and common voles (Microtus agrestis, M. arvalis) emerged as the most important factors regulating population fluctuations, clutch sizes and the production of young in the birds of prey studied, because Microtus spp. are energetically advantageous prey species. A. flammeus had the largest clutch size of birds of prey in Alajoki, followed by F. tinnunculus, A. otus and C. cyaneus, but population fluctuations were greatest in C. cyaneus and A. otus and clearly smaller in A. flammeus and F. tinnunculus. Results contradict the theoretical prediction that there is a positive correlation between clutch size and the degree of nomadism.-from Author"
753,1648,"Dietary shifts, niche relationships and reproductive output of coexisting Kestrels and Long-eared owls","Food samples of breeding Kestrels (Falco tinnunculus) and Long-eared Owls (Asio otus) were collected in the peak and low phase of their preferred prey (Microtus voles) in western Finland. Diets of pairs that bred as neighbours (≤1 km) with interspecifics were compared with those of non-neighbours. In both species, neighbouring pairs fed less on Microtus voles and more on alternative prey than did non-neighbours. Competition theory predicts that diet overlap should be lower during prey shortage and that diet similarity should be especially reduced in neighbouring pairs. Observations were consistent with expectations: diet similarity was lower in the low vole years and neighbouring pairs showed less diet overlap that non-neighbours. Differences in habitat composition and prey availability at the sample sites should not confuse the results. In addition to the high diet similarity, hunting habitats and nest sites of the species overlapped almost completely; they only showed clear temporal segregation in hunting. Probably because of food competition, the neighbouring pairs of both species produced significantly fewer young than the non-neighbours. These results contrast with the view that the diet composition and dietary shift of rodent-feeding predatory birds can be interpreted in terms of simple opportunistic foraging. In the breeding season, interspecific competition for food seems to be an important factor that affects the niches of these species, especially in northern areas, where the seasonal low phase of voles in spring and the number of alternative prey are lower than in more southern areas. "
754,4614,"Distribution, Abundance, and Size Structure of Amur Kaluga Acipenser dauricus and Amur Sturgeon A. schrenckii in the Lower Amur and Amur Estuary","Distribution, population structure, and abundance of Amur kaluga Acipenser dauricus and Amur sturgeon A. schrenckii in the Lower Amur and Amur Estuary have been considered based on the materials of two surveys performed in 2011. Both species occur along almost the entire length of the Lower Amur and in major part of the Amur Estuary. The density of their aggregations has significantly decreased in most regions of the river if compared to the 1960s. In the Amur Estuary, A. dauricus and A. schrenckii are most abundant in freshwater and light salted water bodies of its western part. In 2011, the abundance and biomass of A. dauricus and A. schrenckii in the Lower Amur and Amur Estuary was 345000 specimens and 7110 tons and 289000 specimens and 1946 tons, respectively."
755,3160,"Wintering Waterbird Census in the Azov– Black Sea Coastal Wetlands of Ukraine, Georgia and Turkey","The coastal wetlands of the Black Sea region are important for millions of waterbirds wintering each; year in that region. This attracts attention from ornithologists from the Black Sea countries as well as; from international conservation organizations. The fi rst counts were conducted about 80 years ago, but; they were organised on a regular basis only due to the development of the International Waterbird Census; (IWC). IWC has already quite a long history in the region  it was launched about 40 years ago, and a; lot of data on wintering waterbirds was accumulated due to this. At the same time there is still a need for; further improvement of IWC methodology and infrastructure in the Black Sea region, as well as using; such improvements as a basis for development of monitoring system for migratory waterbirds. In relation; to this in 2009 Wetlands International started the project Stop-over Black Sea: the importance of the; Black Sea region in the migratory systems of waterbirds in the African - Eurasian Flyway, supported by; BBI- MATRA fund. The project is directed at coastal wetlands of three Black Sea countries  Georgia,; Turkey and Ukraine. The main partners of Wetlands International for this project are: Environmental; Association Psovi in Georgia, Doga Dernegi in Turkey and the Azov-Black Sea Ornithological Station; in Ukraine.; The aim of this report is to provide results of gap analysis of IWC in coastal wetlands of Georgia,; Turkey and Ukraine, fi rst of all in relation to current status of its methodology and infrastructure, as well; as to present count data for key coastal wetlands."
756,3990,Trophic Dynamics of the Boreal Forests of the Kluane Region,"The trophic dynamics of the Yukon boreal forest have been under investigation at the Kluane Lake Research Station since 1973. We monitored and conducted experiments on the major species in this ecosystem, except the large mammals (for logistic reasons). The central problem has been to determine the causes of the 9-10 year cycle of snowshoe hares, and to achieve this we carried out several large-scale experiments manipulating food supplies, predator pressure, and soil nutrient availability to test hypotheses that food, predation, or habitat quality regulate populations. The hare cycle is driven top-down by predators, and most hares die because they are killed by predators. Predators also cause stress in female hares, and the stress response seems to be responsible for the loss of reproductive potential in the decline and low phases of the hare cycle. Many of the specialist predators and some herbivores in this ecosystem fuctuate with the hare cycle. Arctic ground squirrels do, but red squirrels do not, being linked closely to white spruce seed masting years. Small rodents fuctuate in numbers in two patterns. Red-backed voles and four species of Microtus voles have a 3-4 year cycle that seems to be driven by food supplies and social behaviour. Deer mice, in contrast, have fuctuated dramatically in the 38 years we have monitored them, but not cyclically. White spruce seed production varies with temperature and rainfall, but was not affected by adding nutrients in fertilizer. Global warming and reduced hare browsing in the last 20 years have helped to increase the abundance of shrubs in these forests. It will be challenging to predict how this system will change as climatic warming proceeds, because even closely related species in the same trophic level respond differently to perturbations. We recommend continued monitoring of the major species in these boreal forests. "
757,4108,What factors determine cyclic amplitude in the snowshoe hare (Lepus americanus) cycle?,"Snowshoe hares (Lepus americanus Erxleben, 1777) fluctuate in 910 year cycles throughout much of their North American range. These cycles show large variations in cyclic amplitude and we ask what factors could cause amplitude variation. We gathered data from 1976 to 2012 on hare numbers in the boreal forest of Alaska, Yukon, Northwest Territories, and northern British Columbia to describe the amplitude of hare fluctuations and to evaluate four possible causes. First, weather could cause variation in amplitude via hare reproduction or survival, but this mechanism does not fit our data. Second, bottom-up processes involving forest succession could explain amplitude variation through changes in winter forage availability, but succession is too slow a variable in our study areas. Third, plant defenses entrained by hare over-browsing in one cycle can produce variation in plant quality and quantity in subsequent cycles. A mathematical model suggests this is a possible explanation. Fourth, predator recovery following the cyclic low is inversely related to hare cyclic amplitude, and the existing data are consistent with this mechanism. A standardized regional monitoring program is needed to improve our understanding of cyclic amplitude variation in hares and the possible role of predators and winter foods in affecting amplitude."
758,718,Synchrony in lemming and vole populations in the Canadian Arctic,"Population fluctuations may occur in synchrony among several rodent species at a given site, and they may occur in synchrony over large geographical areas. We summarize information on synchrony in lemmings and voles from the Canadian Arctic for the past 20 years. The most detailed available information is from the central Canadian Arctic, where snap-trap samples have been taken annually at several sites for periods of up to 15 years. Geographical synchrony in the same species among different sites was strong, especially for the central and eastern Canadian Arctic. Synchrony among different species at a given site was also generally high. When one species is at high density, densities of all species at that site tend to be high. These results do not easily fit the mobile-predator hypothesis proposed to explain regional synchrony, and are more consistent with the weather hypothesis, which we suggest both entrains synchrony among sites and enforces synchrony among species within a site. We tentatively support the weather hypothesis for geographical synchrony in lemmings, and recommend the establishment of a circumpolar program to monitor lemming cycles and predator movements that would advance our understanding of these large-scale patterns of cyclic synchrony."
759,769,Cyclic dynamics of snowshoe hares on a small island in the Yukon,"Snowshoe hare (Lepus americanus) populations were monitored from 1977 to 2001 on Jacquot Island (5 km2) in Kluane Lake, southwestern Yukon, and on nearby mainland sites. Jacquot Island hares averaged twice the density of mainland control populations and, although they show 10-year cycles, fluctuate with much lower amplitude than mainland populations. Three separate intensive studies over 6 years attempted to determine what caused these differences. We tested two hypotheses to explain the dynamics. Reproductive rates of hares were similar on Jacquot Island and the mainland. Adult survival rates were higher on the island in most years, with the exception of years of population decline. Juvenile survival rates from 0 to 30 days of life were much higher on the island than on the mainland except for decline summers. The adult- and juvenile-survival differences between the island and the mainland were explained most consistently by predation. Improved survival on the island is correlated with a reduction in the numbers and types of predators found on Jacquot Island compared with the mainland. In particular, red squirrels were rare on Jacquot Island, arctic ground squirrels were absent, and the larger predators, like lynx and great-horned owls, were sporadic in occurrence on this small island."
760,2069,"Population dynamics of a group of lion-tailed macaques (Macaca silenus) inhabiting a rainforest fragment in the Western Ghats, India","We observed the overall population dynamics and number of births and deaths in identified individuals between January 2002 and October 2005, in a large group of lion-tailed macaques in the Anaimalai Hills of the Western Ghats in the south Indian state of Tamilnaclu. The group inhabited an isolated rainforest fragment located inside a private tea/coffee garden. The group size increased from 56 in January 2002 to 84 in October 2005. All females reproduced, and the interbirth interval was 23.18 months. Of the 37 infants born between 2002 and 2005, only 1 died providing an infant survivorship rate of about 97.3%. Although births occurred in all months, most of the infants were born between February and March, and this pattern of births was consistent over the years, indicating a major birth peak in this species. The population growth rate in this unusually large group was found to be higher than even in those groups of lion-tailed macaques that inhabit large and relatively undisturbed rainforest complexes. This high growth rate could be attributed to the availability of abundant cultivated fruit plants including commercial crops such as coffee seeds. The observations provide a perspective for the management of other groups of this endangered species inhabiting rainforest fragments."
761,4262,"An update of the breeding population status of the critically endangered Mariana Crow Corvus kubaryi on Rota, Northern Mariana Islands 2013–2014","The critically endangered Mariana Crow now exists in a single population on the island of Rota, Northern Mariana Islands. Targeted management requires an accurate measure of the population status of this species. In Mariana Crows the breeding population is both the easiest cohort to accurately survey and the most important segment of the population in terms of population recovery. The total number of Mariana Crow territorial pairs was estimated on the island of Rota using a direct count method, and total population size was calculated using a Chapman estimate. From September 2013 to April 2014, 46 crow pairs were found and up to an additional eight pairs were estimated in unsearched areas. The total population was estimated to be 178 individuals. This represents a 10-23% decline in pairs in the six years since 2007 and a 46-53% decline since 1998. This number is also considerably lower than the minimum 75 pairs recommended to maintain a viable population on Rota."
762,3808,Application of distance sampling to estimate population densities of large herbivores in Kruger National Park,"Aerial surveys have been used in the Kruger National Park, South Africa, to count large ungulates since the late 1970s. After 1998, aerial line-transect sampling using fixed-wing aircraft and Distance analyses replaced the 'total' counting method. This paper investigates these methods and three sampling intensities for estimating the densities of nine large ungulate species in Kruger National Park. Estimates suitable for the detection of population trends and making management decisions were decided by examination of coefficients of variation (set <20%, a priori). Despite the likely violation of some key assumptions of Distance sampling methods, analyses gave population estimates with adequate coefficients of variation for monitoring trends in impala, giraffe, zebra, kudu, white rhinoceros, and elephant bull populations. Significant improvements in precision were obtained at higher sampling intensities for kudu, giraffe, bull elephants and white rhinoceros, but these species already had sufficiently precise population estimates for the detection of trends at the lowest sampling intensity (15%). The estimates for warthog, wildebeest and waterbuck populations were, however, insufficiently precise for assessing population trends. Increasing sampling intensity to 22% and higher did not significantly increase the precision of the Distance estimates for these species. Shortcomings in interpretation of the data caused by violations of critical assumptions of analyses are identified and discussed. "
763,4424,Seabird breeding population size on the Antarctic Peninsula related to fisheries activities in non-breeding ranges off South America,"Population growth of the southern giant petrel Macronectes giganteus from South America has been linked with an increase in fishing activities. It was demonstrated recently that a population from Elephant Island, Antarctic Peninsula, largely overlaps its non-breeding distribution with zones of high fishing intensity off South America. This study investigated the assumption that the increase in this population since the 1980s is related to an increase in fisheries off South America. Our results show that the population size is proportional to the increase in demersal and squid fisheries. These fisheries produce a considerable amount of discards, which can be used by non-breeding southern giant petrels as a food source during unfavourable conditions in winter. This may enhance the adult survival rates with potential carry-over effects on population size. Our study shows that we need to further understand the effects of fishery discards/offal on scavenging seabirds of the Southern Ocean, and highlights the importance of understanding the carry-over effects of seabird-fisheries interactions during the non-breeding phase in population dynamics."
764,2512,The return of the white-tailed eagle (Haliaeetus albicilla) to northern Germany: Modelling the past to predict the future,"Linking age-specific vital rates to population growth through demographic matrix models can enhance; our understanding of crucial population processes, vital in a conservation context. The white-tailed eagle; (Haliaeetus albicilla) population in the Federal State of Schleswig-Holstein, Germany, has been monitored; since re-colonisation in 1947 and provides a well-documented example of a recovery. We test how demographic; models capture growth trajectories of a recovering population and how applicable they are in; guiding population management of endangered species. From 1947 to 1974, the population was stable; but the growth rate predicted by an age-structured matrix model was 6.1% per annum. The small; but stable population must have been maintained by immigration. From 1975 to 2008, observed and predicted; population growths were very similar (6.7% and 4% per annum respectively). Elasticity and lifestage; simulation analyses identified adult and pre-breeding survival as key vital rate elements. While; the prospective analyses identified survival as the key vital rate influencing population growth, the; increasing reproduction rate allowed the recovery to take place; thus caution is needed when prospective; modelling makes management recommendations. Nevertheless, conservation efforts should address key; mortality factors such as lead poisoning and collision with wind turbines. A logistic model predicted a; maximum carrying capacity of 255 pairs for the Federal State, but using the highest currently observed; density (1.4 pairs per 100 km2) and differences in habitat suitability, a more likely carrying capacity was; estimated at 122 pairs. Under both scenarios, current population growth should slow soon."
765,1368,Habitat heterogeneity affects population growth in goshawk Accipiter gentilis,"1. The concept of site-dependent population regulation combines the ideas of Ideal Free Distribution-type of habitat settlement and density dependence in a vital rate mediated by habitat heterogeneity. The latter is also known as habitat heterogeneity hypothesis. Site-dependent population regulation hypothesis predicts that increasing population density should lead to inhabitation of increasingly poor territories and decreasing per capita population growth rate. An alternative mechanism for population regulation in a territorial breeding system is interference competition. However, this would be expected to cause a more even decrease in individual success with increasing density than site-dependent regulation. 2. We tested these ideas using long-term (1975-99) population data from a goshawk Accipiter gentilis population in Eastern Westphalia, Germany. 3. Goshawk territory occupancy patterns and reproduction parameters support predictions of site-dependent population regulation: territories that were occupied more often and earlier had a higher mean brood size. Fecundity did not decrease with increasing density in best territories. 4. Using time-series modelling, we also showed that the most parsimonious model explaining per capita population growth rate included annual mean habitat quality, weather during the chick rearing and autumn period and density as variables. This model explained 63% of the variation in per capita growth rate. The need for including habitat quality in the time-series model provides further support for the idea of site-dependent population regulation in goshawk."
766,1488,"Rodent assemblage in a habitat mosaic within the Valley Thicket vegetation of the Eastern Cape Province, South Africa","We sampled small mammal assemblage in a mosaic of Valley Thicket vegetation in the Great Fish River Reserve during the summers of 2001 and 2002. Assemblage was dominated by seven rodent species with a single nonrodent species (Elephantulus edwardii) in the 357 trapped specimens. Rhabdomys dilectus was the most abundant in both years, followed by Mus minutoides (ranking 2nd in 2001) and Mastomys coucha (2nd in 2002). These three species, which are widespread generalists, made up 85.0% of the total rodent catch in 2001 and 74.3% in 2002. Individual species were captured on 2-14 sites of a total of 17 and M. minutoides was the most widespread. The majority of samples consisted of two (ten sites in a pooled sample for 2 years) or three species (ten sites). Significant morphological structuring was found only in two-species samples. Species turnover was high both among sites and between the 2 years. We found no evidence of significant nested structure which would suggest hierarchical sets of ecological relationships among the species. Vegetation structure explained better than species interactions, the population variables in the rodent assemblage. "
767,1282,"Two remnant populations of the roofed turtle Kachuga trivittata in the upper Ayeyarwady River system, Myanmar","The endemic roofed turtle Kachuga trivittata has been extirpated over most of its former range in the Ayeyarwady River system of Myanmar. Only two small remnant populations are known to survive. In a small stretch of the upper Chindwin River K. trivittata persists because local Shan villages traditionally ban the killing of large adult K. trivittata. The population has nevertheless declined dramatically during the last few years because of the erosion of the ban by migrant fishermen from central Myanmar who do not observe the local regulation, and because of the overexploitation of eggs. The traditional regulation of the Shan villages offers a basis, through its reinforcement and education of migrants, for a species recovery programme. Further actions will include the protection of nests and eggs, and eventually the banning of camps and seasonal settlements on sandbanks used by K. trivittata for nesting. K. trivittata also still persists in the Dokhtawady River in a small area subjected to low exploitation pressure in the recent past because of the dangers of a frontline between the government army and an army of insurgents. The opening of this area following a truce brought this population close to extinction and a hydroelectric dam under construction will alter the ecology of this stretch of river. We propose to assess the potential use of the future impoundment lake for the recovery of this K. trivittata population. "
768,3526,Egg laying duration in the olive ridley turtle Lepidochelys olivacea and its relevance for the estimation of mass nesting population size,"The olive ridley sea turtle Lepidochelys olivacea is known for its unusual behaviour of locally nesting en masse in the eastern Pacific and the east coast of India, leading to difficulties in quantifying population size. In the present study we estimate nesting population sizes in the state of Orissa, taking average egg laying or oviposition duration (OD) into account. We observed 182 and 263 nesting turtles during mass nesting events of 2009 and 2010 to estimate ODs of 19.8±5.8 and 17.2±5.9 minutes, respectively. Clutch size averaged 123.1±10.5 for 2009 and 124.3±18.6 for 2010, which is 10 to 20% more than the global clutch size of 100-110 eggs, and appears to have resulted in a longer OD than previously assumed. Using the average OD from this study, 172,407±7509 and 134,478±6204 turtles were estimated to have nested during 2009 and 2010 respectively, contrasting the 200,000-250,000 turtles reported by the Forest Department. Our results suggest that a minimum of 150 egg laying turtles across each night of the mass nesting period is required to be observed for an accurate quantification of OD."
769,2370,Population trends of common birds in Estonia in 1983-2010,"The paper presents the set-up and development of a common bird monitoring scheme in Estonia in 1983-2010. The point-count survey of widespread terrestrial bird species was undertaken to measure long-term population changes and to produce indicators of the condition of habitat types and the wider environment. The scheme has been mostly run by skilled volunteers of the Estonian Ornithological Society. The method applied is point counting on freechoice routes and without limiting recording distance. In the Estonian scheme, each count route consists of 20 points, with 5-minute stops at least 200 m apart. In total, 143 point count routes have been in use by 89 active birdwatchers and professional ornithologists in the course of 28 years. Yearly abundance indices for 87 bird species were calculated using TRIM software. The most evident changes in bird numbers were the declines detected in 1992-1996 among farmland species, and in 2007-2010 among farmland and woodland species. The long-term population trends (1975-2010) in four countries around the Baltic Sea depend on the migratory strategy of bird species. Among trans-Saharan migrants the proportion of declining species was much higher in comparison with short-distance migrants and sedentary species. A marked difference between these countries was found among sedentary bird species - with up to 2/3 of species with increasing trends in Finland and less than 1/3 in Denmark, Sweden, and Estonia. There is a growing interest in using the results of the scheme both at the national and the international scale (PECBMS)."
770,2486,Abundances of red fox and pine marten in relation to the composition of boreal forest landscapes,"1. The effects of human-caused fragmentation of boreal forest on the abundance of red fox Vulpes vulpes L. and pine marten Mattes martes L. were studied by combining the Finnish wildlife-triangle snow-track data (1990-94) with land-use and forest resources data employing the GIS. Two study areas (each 45 000 km2) located in northern and southern Finland were selected for the investigation. 2. The extent of landscape that best explained predator abundance (tracks per 10 km 24 h-1) was the same (about 100 km2) in both species and study areas. 3. The decreasing proportion of older forest and the increasing proportions of young forest and agricultural land in the landscape positively affected track density of red fox. The relationship between agricultural land and fox abundance, however, was characterized by a convex curve peaking at 20-30% of agricultural land. With the habitat classification used, landscape composition explained 26% and 11% of the spatial variation in fox abundance in the northern and southern study area, respectively. 4. The relationship between landscape composition and pine marten abundance was not as clear as in that of red fox. Landscape composition explained 10% and 6% of spatial variation in pine marten abundance in the northern and southern study area, respectively. In both areas a positive impact occurred with the increasing proportion of young forest in the landscape, but in the northern area the negative effect of increasing proportion of agricultural land was dominant. 5. The abundances of red fox and pine marten were not negatively correlated, indicating that competition or intraguild predation by red fox do not determine abundance of pine marten on a landscape scale. 6. A general increase in predation pressure by generalist predators in fragmented forest landscapes has been an intensively discussed conservation problem during recent years. We conclude that the red fox is a species potentially able to cause elevated predation pressure in boreal landscapes fragmented by human activities, but that the evidence against the pine marten is weaker."
771,1486,"Preliminary estimates of population size and capture rates of mature Acanthopagrus berda in the Kosi lakes system, South Africa, using mark-recapture methods","Population size estimates and capture rates by various fishing techniques of mature estuarine bream, Acanthopagrus berda, were determined in the Kosi lakes system using mark-recapture methods. The total population size of mature A. berda was estimated to be 45 257 (95% confidence interval: 31 589-74 429) based on fish recaptured in fish traps and 56 112 (95% confidence interval: 25 505-374 080) using recaptures from recreational anglers. Fish traps were estimated to catch about 5% of the mature population of A. berda annually, while recreational rod and line angling and traditional spearfishing accounted for about 1% and 0.2% of the mature population respectively. Limited mark-recapture data for other species of fishes in the lakes yielded annual capture rates by fish traps ranging from 2.4% to 5.8%. These levels of fishing appear low enough to be sustainable, but evidence from a long-term monitoring programme indicates an increase in overall fishing effort in the Kosi lakes between 1984 and 1996 and a three-fold increase in the proportion of the A. berda population caught annually. However, there is no evidence from available catch per unit effort (CPUE) data that current levels of harvesting of A. berda are unsustainable. This needs to be confirmed through modelling of the A. berda stocks and continued monitoring of CPUE in all components of the Kosi lakes fishery. In the meantime, an increase in fishing effort directed at this species is not recommended."
772,4365,"Modeling environmental, temporal and spatial effects on twaite shad (Alosa fallax) by-catches in the central Mediterranean Sea","Modeling the relationships between environmental factors and the distribution at sea of species of conservation interest can be useful in predicting their occurrence from a local to a regional scale. This information is essential for planning management and conservation initiatives. In this study, generalized additive models (GAMs) were applied to investigate the influence of environmental, temporal and spatial variables on the catch rates of the twaite shad Alosa fallax (Lacepède) by the pelagic trawl fishery in the north-central Adriatic Sea. Presence/absence and abundance [catch per unit effort (CPUE)] data between 2006 and 2012 were separately modeled, and the two models were then validated using a test data set. The most important factor influencing the presence and abundance of adult twaite shads was the spatial predictor (latitude × longitude). Two areas of major shads aggregations were observed, the most important of which being located near the estuaries of three main river systems of northern Italy. The twaite shad presence was also significantly affected by season, the largest and lowest occurrences being observed in autumn and spring, respectively. Among the environmental variables tested, only sea surface temperature was included in both models. Alosa fallax showed a wide thermal tolerance (6-27°C) with preference for temperature around 23°C. The model developed from the abundance data showed a moderate predictive power, whereas the accuracy of the presence/absence model was rather low. Some conclusions on the ecological requirements of A. fallax at sea arising from this study are useful to orient future monitoring and research programs and to develop effective conservation actions."
773,4039,"Fairy Tern breeding on French Island, Western Port, Victoria","Breeding of Fairy Terns Sternula nereis at the two current breeding sites in Western Port, both on French Island, Victoria, has been documented over more than four decades. At the main site, Rams Island, there has been great variability annually in the numbers of Terns breeding but no significant trend. This breeding colony has persisted for over 40 years, which has not happened at any other Fairy Tern colony in Victoria. There are only three breeding records for Tortoise Head. Current management of the breeding sites appears to be successful and this pattern should be maintained. Priorities include continued monitoring of breeding, and control of feral cats and weeds."
774,2013,The impact of disease on the survival and population growth rate of the Tasmanian devil,"1. We investigated the impact of a recently emerged disease, Devil Facial Tumour Disease (DFTD), on the survival and population growth rate of a population of Tasmanian devils, Sarcophilus harrisii, on the Freycinet Peninsula in eastern Tasmania. 2. Cormack-Jolly-Seber and multistate mark-recapture models were employed to investigate the impact of DFTD on age- and sex-specific apparent survival and transition rates. Disease impact on population growth rate was investigated using reverse-time mark-recapture models. 3. The arrival of DFTD triggered an immediate and steady decline in apparent survival rates of adults and subadults, the rate of which was predicted well by the increase in disease prevalence in the population over time. 4. Transitions from healthy to diseased state increased with disease prevalence suggesting that the force of infection in the population is increasing and that the epidemic is not subsiding. 5. The arrival of DFTD coincided with a marked, ongoing decline in the population growth rate of the previously stable population, which to date has not been offset by population compensatory responses"
775,2980,Trend detection in a boat-based method of monitoring sirenians: Antillean manatee case study,"Accurate monitoring is a critical step in evaluating the conservation and management needs of endangered species. We evaluated a low cost, effective survey method for monitoring West Indian manatees (Trichechus manatus manatus) in Belize, Central America. The objectives for this paper are (1) to evaluate a count-based population index derived from a boat-based survey method, (2) to examine trends in manatee abundance in the Drowned Cayes area, (3) to conduct a power analysis to explore our ability to detect a trend and the ramifications of survey structure on trend detection. We used a generalized linear model to evaluate the impact of environmental conditions on sighting probability and to determine whether the number of manatees observed per 20-min scan changed from 2001 to 2007. We used simulations to determine statistical power - the ability to detect potential declines of 10%, 25% or 50% over 15. years and for various sampling regimes. The number of manatees sighted per scan was not affected by sighting conditions. There was no change in the mean number of manatees sighted per scan from 2001 to 2007. Our ability to detect a trend ranged from 9% to 100% depending on the level of decline, scan duration, number of points surveyed and number of surveys. This survey protocol is a practical and repeatable way to examine population trends of sirenians in similar habitats around the world. "
776,1714,Population Patterns of a Riparian Frog (Rana swinhoana) Before and After an Earthquake in Subtropical Taiwan,"We compared the population dynamics of a riparian ranid frog, Rana swinhoana, before (1996-1999) and after (1999-2001) a strong earthquake. This earthquake caused little disturbance to the vegetation and landscape of the study site but the stream and ponds dried up within a week. Nearly all frogs marked (1002 of 1004) before the earthquake had disappeared after the earthquake. Smaller, unmarked frogs began to appear in stream habitats about 9 mo after the earthquake, and the frog population was much smaller than it was before the earthquake. Population dynamics and temporal and spatial distribution of frogs before and after the earthquake correlated closely with the hydrology of the stream and ponds. The movement patterns of frogs before and after the earthquake were similar, suggesting frog behavior did not change in response to drastic changes in hydrology, and frogs continued to exhibit strong site-fidelity. Following the earthquake, stream water volume was much lower, especially in the summer, which allowed the normally winter-breeding frogs to breed year-round. Results demonstrate that a population of R. swinhoana can disappear suddenly as the result of a natural disturbance. We propose that anuran species that exhibit strong site-fidelity are particularly susceptible to extirpation of local populations because frogs may lack the behavioral plasticity to respond to sudden water depletion. "
777,2436,"Estimated inbreeding in a small, wild muskox Ovibos moschatus population and its possible effects on population reproduction","Knowledge of the effects of inbreeding in natural animal populations is limited. Although inbreeding depression is well documented in wild animals bred in captivity, it has been suggested that the phenomenon does not occur in nature. The potentially negative effects of breeding may be of great importance for the survival of small, wild populations. In a small free-living populations of muskox Ovibos moschatus in Sweden, fecundity and longevity have decreased to the extent that the population now numbers only 12 individuals and is highly likely to die out in the near future. It is possible that this decline is due to harmful effects of inbreeding, the extent of which has been estimated using incomplete pedigree data in combination with computer simulations."
778,4593,"Artisanal gill-net fishery catches of the catfish, Schilbe intermedius (Teleostei: Schilbeidae), in two tributaries of the Ouémé River, Bénin, West Africa","Artisanal fishery gill-net catches of the catfish Schilbe intermedius were studied in the Okpara and Zou tributaries of the Ouémé River, Benin in 1999 and 2000. The largest fish caught at the Toué and Kpassa stations measured 26.2cm and 24.5cm (TL) respectively. The success of artisanal fishing for schilbeids varied during the day, with the highest fish catches being recorded at approximately 22h00 and at 07h00 and the lowest between 13h15 and 16h15. The monthly production at Kpassa varied between 9.0g and 900.0g (average 206.3g) and between 3.3g and 17 320g (average 2 603.4g) at Toué. The monthly production fluctuated considerably. At the two stations, fewer fish were caught each month in the second year than in the same months in the first year. Nets of between 10 and 15mm stretch mesh were the most efficient. Above 15mm, gill-net fishing became less effective. Large fish were often taken with gill-nets of 20-30mm stretch mesh. Beyond these mesh sizes, the gill-net yield and catch decreased. "
